,RiderID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,PULocationID,PUBorough,PUZone,DOLocationID,DOBorough,DOZone,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,congestion_surcharge
247,248,2024-04-23 17:54:18,2024-04-23 18:27:20,1.0,3.0,1.0,263,Manhattan,Yorkville West,186,Manhattan,Penn Station/Madison Sq West,1,25.4,5.0,0.5,6.4,0.0,38.3,2.5
248,249,2024-04-23 13:09:15,2024-04-23 13:31:42,1.0,2.5,1.0,100,Manhattan,Garment District,239,Manhattan,Upper West Side South,1,21.2,2.5,0.0,6.15,0.0,30.85,2.5
249,250,2024-04-22 15:44:36,2024-04-22 16:02:24,1.0,2.1,1.0,263,Manhattan,Yorkville West,170,Manhattan,Murray Hill,1,15.6,2.5,0.5,2.0,0.0,21.6,2.5
250,251,2024-04-22 15:25:36,2024-04-22 15:30:10,1.0,0.74,1.0,234,Manhattan,Union Sq,68,Manhattan,East Chelsea,2,6.5,0.0,0.5,0.0,0.0,10.5,2.5
251,252,2024-04-21 05:30:15,2024-04-21 05:44:41,2.0,2.81,1.0,211,Manhattan,SoHo,246,Manhattan,West Chelsea/Hudson Yards,2,16.3,1.0,0.5,0.0,0.0,21.3,2.5
252,253,2024-04-21 00:24:46,2024-04-21 00:34:18,1.0,1.4,1.0,79,Manhattan,East Village,234,Manhattan,Union Sq,1,10.7,3.5,0.5,0.0,0.0,15.7,2.5
253,254,2024-04-20 19:29:18,2024-04-20 19:34:56,1.0,1.48,1.0,151,Manhattan,Manhattan Valley,239,Manhattan,Upper West Side South,2,-8.6,0.0,-0.5,0.0,0.0,-12.6,-2.5
254,255,2024-04-19 20:15:15,2024-04-19 20:30:59,1.0,1.75,1.0,107,Manhattan,Gramercy,148,Manhattan,Lower East Side,1,14.9,1.0,0.5,3.98,0.0,23.88,2.5
255,256,2024-04-18 22:16:46,2024-04-18 22:25:28,1.0,3.85,1.0,138,Queens,LaGuardia Airport,223,Queens,Steinway,1,16.3,6.0,0.5,7.14,0.0,32.69,0.0
256,257,2024-04-18 17:25:32,2024-04-18 17:33:00,1.0,1.17,1.0,68,Manhattan,East Chelsea,158,Manhattan,Meatpacking/West Village West,2,-9.3,-2.5,-0.5,0.0,0.0,-15.8,-2.5
257,258,2024-04-18 16:34:43,2024-04-18 16:59:39,1.0,7.14,1.0,138,Queens,LaGuardia Airport,255,Brooklyn,Williamsburg (North Side),1,33.1,7.5,0.5,8.42,0.0,52.27,0.0
258,259,2024-04-18 13:36:34,2024-04-18 13:49:34,1.0,1.75,1.0,163,Manhattan,Midtown North,239,Manhattan,Upper West Side South,1,14.2,0.0,0.5,3.0,0.0,21.2,2.5
259,260,2024-04-17 21:20:19,2024-04-17 21:30:29,1.0,3.0,1.0,79,Manhattan,East Village,87,Manhattan,Financial District North,1,14.9,1.0,0.5,4.97,0.0,24.87,2.5
260,261,2024-04-17 10:30:54,2024-04-17 10:39:55,1.0,1.11,1.0,237,Manhattan,Upper East Side South,236,Manhattan,Upper East Side North,1,10.7,0.0,0.5,3.0,0.0,17.7,2.5
261,262,2024-04-16 16:22:40,2024-04-16 16:41:27,1.0,1.62,1.0,107,Manhattan,Gramercy,100,Manhattan,Garment District,1,17.0,2.5,0.5,2.0,0.0,25.5,2.5
262,263,2024-04-16 16:20:48,2024-04-16 16:36:22,1.0,1.08,1.0,237,Manhattan,Upper East Side South,236,Manhattan,Upper East Side North,1,14.2,2.5,0.5,2.0,0.0,22.7,2.5
263,264,2024-04-16 13:40:23,2024-04-16 13:54:52,1.0,1.47,1.0,142,Manhattan,Lincoln Square East,230,Manhattan,Times Sq/Theatre District,1,13.5,0.0,0.5,4.38,0.0,21.88,2.5
264,265,2024-04-16 12:34:43,2024-04-16 12:42:33,1.0,0.85,1.0,113,Manhattan,Greenwich Village North,144,Manhattan,Little Italy/NoLiTa,1,8.6,0.0,0.5,1.0,0.0,13.6,2.5
265,266,2024-04-16 11:19:55,2024-04-16 11:41:33,1.0,4.45,1.0,170,Manhattan,Murray Hill,87,Manhattan,Financial District North,1,24.7,0.0,0.5,5.74,0.0,34.44,2.5
266,267,2024-04-16 06:51:31,2024-04-16 06:58:08,1.0,1.82,1.0,236,Manhattan,Upper East Side North,162,Manhattan,Midtown East,1,10.0,0.0,0.5,2.1,0.0,16.1,2.5
267,268,2024-04-15 22:09:22,2024-04-15 22:16:45,1.0,1.14,1.0,161,Manhattan,Midtown Center,50,Manhattan,Clinton West,1,8.6,1.0,0.5,2.72,0.0,16.32,2.5
268,269,2024-04-15 22:08:21,2024-04-15 22:21:51,1.0,3.18,1.0,237,Manhattan,Upper East Side South,249,Manhattan,West Village,1,16.3,1.0,0.5,1.7,0.0,23.0,2.5
269,270,2024-04-15 12:43:53,2024-04-15 13:01:54,1.0,2.95,1.0,238,Manhattan,Upper West Side North,116,Manhattan,Hamilton Heights,2,19.1,0.0,0.5,0.0,0.0,23.1,2.5
270,271,2024-04-15 11:33:46,2024-04-15 11:56:57,1.0,15.02,4.0,138,Queens,LaGuardia Airport,265,,Outside of NYC,1,66.7,5.0,0.5,14.64,0.0,89.59,0.0
271,272,2024-04-15 11:07:37,2024-04-15 11:11:17,1.0,0.21,1.0,141,Manhattan,Lenox Hill West,141,Manhattan,Lenox Hill West,4,5.1,0.0,0.5,0.0,0.0,9.1,2.5
272,273,2024-04-14 18:28:29,2024-04-14 18:30:21,4.0,0.49,1.0,263,Manhattan,Yorkville West,263,Manhattan,Yorkville West,1,4.4,0.0,0.5,1.68,0.0,10.08,2.5
273,274,2024-04-14 17:56:36,2024-04-14 17:56:54,1.0,0.26,1.0,228,Brooklyn,Sunset Park West,228,Brooklyn,Sunset Park West,4,-3.7,0.0,-0.5,0.0,0.0,-5.2,0.0
274,275,2024-04-14 14:32:14,2024-04-14 14:49:00,1.0,2.0,1.0,113,Manhattan,Greenwich Village North,186,Manhattan,Penn Station/Madison Sq West,1,13.5,2.5,0.5,3.5,0.0,21.0,2.5
275,276,2024-04-13 19:15:24,2024-04-13 19:21:11,2.0,0.9,1.0,113,Manhattan,Greenwich Village North,114,Manhattan,Greenwich Village South,1,7.2,0.0,0.5,2.0,0.0,13.2,2.5
276,277,2024-04-13 14:35:32,2024-04-13 14:58:55,2.0,6.3,1.0,141,Manhattan,Lenox Hill West,231,Manhattan,TriBeCa/Civic Center,1,31.7,0.0,0.5,3.5,0.0,39.2,2.5
277,278,2024-04-13 09:40:30,2024-04-13 09:59:21,1.0,4.1,1.0,263,Manhattan,Yorkville West,186,Manhattan,Penn Station/Madison Sq West,1,21.2,2.5,0.5,5.0,0.0,30.2,2.5
278,279,2024-04-13 01:21:09,2024-04-13 01:45:39,2.0,5.1,1.0,100,Manhattan,Garment District,256,Brooklyn,Williamsburg (South Side),1,27.5,3.5,0.5,0.0,0.0,32.5,2.5
279,280,2024-04-12 12:22:58,2024-04-12 13:01:31,1.0,10.13,1.0,186,Manhattan,Penn Station/Madison Sq West,192,Queens,Queensboro Hill,1,46.4,0.0,0.5,14.34,6.94,71.68,2.5
280,281,2024-04-11 10:41:37,2024-04-11 12:29:44,1.0,12.8,99.0,10,Queens,Baisley Park,33,Brooklyn,Brooklyn Heights,1,45.5,0.0,0.5,0.0,0.0,47.0,0.0
281,282,2024-04-10 20:47:12,2024-04-10 20:50:50,1.0,0.92,1.0,236,Manhattan,Upper East Side North,263,Manhattan,Yorkville West,1,6.5,1.0,0.5,1.0,0.0,12.5,2.5
282,283,2024-04-10 15:50:12,2024-04-10 16:05:11,1.0,4.0,1.0,138,Queens,LaGuardia Airport,95,Queens,Forest Hills,1,19.8,5.0,0.5,6.58,0.0,34.63,0.0
283,284,2024-04-10 13:41:45,2024-04-10 13:45:45,2.0,0.57,1.0,237,Manhattan,Upper East Side South,140,Manhattan,Lenox Hill East,1,5.8,0.0,0.5,1.47,0.0,11.27,2.5
284,285,2024-04-10 10:07:42,2024-04-10 10:23:06,1.0,2.16,1.0,141,Manhattan,Lenox Hill West,162,Manhattan,Midtown East,1,14.9,0.0,0.5,3.78,0.0,22.68,2.5
285,286,2024-04-09 21:38:42,2024-04-09 21:45:12,1.0,2.14,1.0,162,Manhattan,Midtown East,226,Queens,Sunnyside,4,10.7,1.0,0.5,0.0,0.0,15.7,2.5
286,287,2024-04-09 12:15:43,2024-04-09 12:45:34,1.0,2.2,1.0,158,Manhattan,Meatpacking/West Village West,161,Manhattan,Midtown Center,1,25.4,2.5,0.5,5.85,0.0,35.25,2.5
287,288,2024-04-09 12:00:59,2024-04-09 12:16:14,1.0,1.49,1.0,170,Manhattan,Murray Hill,229,Manhattan,Sutton Place/Turtle Bay North,2,14.9,0.0,0.5,0.0,0.0,18.9,2.5
288,289,2024-04-09 10:27:32,2024-04-09 10:48:29,1.0,1.9,1.0,140,Manhattan,Lenox Hill East,162,Manhattan,Midtown East,1,17.7,2.5,0.5,2.17,0.0,23.87,2.5
289,290,2024-04-08 20:36:21,2024-04-08 20:47:29,1.0,1.18,1.0,230,Manhattan,Times Sq/Theatre District,162,Manhattan,Midtown East,1,11.4,1.0,0.5,3.28,0.0,19.68,2.5
290,291,2024-04-07 17:18:10,2024-04-07 17:56:42,1.0,4.8,1.0,13,Manhattan,Battery Park City,163,Manhattan,Midtown North,1,31.0,2.5,0.5,3.0,0.0,38.0,2.5
291,292,2024-04-07 13:58:13,2024-04-07 14:31:54,2.0,5.28,1.0,68,Manhattan,East Chelsea,33,Brooklyn,Brooklyn Heights,1,32.4,0.0,0.5,7.28,0.0,43.68,2.5
292,293,2024-04-06 16:18:51,2024-04-06 16:36:01,1.0,1.72,1.0,236,Manhattan,Upper East Side North,163,Manhattan,Midtown North,1,16.3,0.0,0.5,4.06,0.0,24.36,2.5
293,294,2024-04-06 15:04:24,2024-04-06 15:52:37,5.0,16.98,2.0,164,Manhattan,Midtown South,132,Queens,JFK Airport,1,70.0,0.0,0.5,16.19,6.94,97.13,2.5
294,295,2024-04-05 18:37:13,2024-04-05 18:49:22,2.0,1.3,1.0,264,Unknown,,264,Unknown,,2,12.8,2.5,0.5,0.0,0.0,16.8,0.0
295,296,2024-04-05 16:26:31,2024-04-05 16:52:22,1.0,3.52,1.0,237,Manhattan,Upper East Side South,211,Manhattan,SoHo,1,24.7,2.5,0.5,0.0,0.0,31.2,2.5
296,297,2024-04-05 15:51:17,2024-04-05 16:33:42,2.0,6.51,1.0,246,Manhattan,West Chelsea/Hudson Yards,116,Manhattan,Hamilton Heights,1,40.1,0.0,0.5,4.0,0.0,48.1,2.5
297,298,2024-04-04 12:01:18,2024-04-04 12:40:29,1.0,4.14,1.0,238,Manhattan,Upper West Side North,234,Manhattan,Union Sq,1,33.8,0.0,0.5,6.0,0.0,43.8,2.5
298,299,2024-04-03 22:56:16,2024-04-03 23:13:47,1.0,4.94,1.0,79,Manhattan,East Village,65,Brooklyn,Downtown Brooklyn/MetroTech,1,24.0,1.0,0.5,1.0,0.0,30.0,2.5
299,300,2024-04-03 16:41:12,2024-04-03 16:53:25,1.0,1.96,1.0,142,Manhattan,Lincoln Square East,151,Manhattan,Manhattan Valley,1,13.5,2.5,0.5,5.0,0.0,25.0,2.5
300,301,2024-04-03 15:12:01,2024-04-03 16:29:31,2.0,17.77,2.0,132,Queens,JFK Airport,48,Manhattan,Clinton East,1,70.0,0.0,0.5,16.19,6.94,98.88,2.5
301,302,2024-04-02 15:08:04,2024-04-02 15:18:01,1.0,1.2,1.0,143,Manhattan,Lincoln Square West,163,Manhattan,Midtown North,1,10.7,0.0,0.5,2.0,0.0,16.7,2.5
302,303,2024-04-02 13:28:51,2024-04-02 13:38:22,1.0,1.08,1.0,231,Manhattan,TriBeCa/Civic Center,144,Manhattan,Little Italy/NoLiTa,1,10.0,0.0,0.5,3.5,0.0,17.5,2.5
303,304,2024-04-02 10:33:38,2024-04-02 10:40:47,1.0,0.93,1.0,163,Manhattan,Midtown North,142,Manhattan,Lincoln Square East,1,8.6,0.0,0.5,2.52,0.0,15.12,2.5
304,305,2024-04-01 15:00:36,2024-04-01 15:19:21,1.0,1.68,1.0,140,Manhattan,Lenox Hill East,142,Manhattan,Lincoln Square East,1,17.7,0.0,0.5,2.0,0.0,23.7,2.5
305,306,2024-04-01 12:37:33,2024-04-01 13:04:28,1.0,8.6,1.0,70,Queens,East Elmhurst,263,Manhattan,Yorkville West,1,38.7,7.5,0.5,14.7,11.19,73.59,2.5
306,307,2024-04-01 07:38:27,2024-04-01 07:48:27,1.0,2.67,1.0,107,Manhattan,Gramercy,140,Manhattan,Lenox Hill East,1,13.5,0.0,0.5,5.25,0.0,22.75,2.5
307,308,2024-03-31 15:33:09,2024-03-31 15:43:34,4.0,1.3,1.0,142,Manhattan,Lincoln Square East,230,Manhattan,Times Sq/Theatre District,2,10.7,0.0,0.5,0.0,0.0,14.7,2.5
308,309,2024-03-31 15:22:17,2024-03-31 15:28:07,1.0,0.87,1.0,170,Manhattan,Murray Hill,107,Manhattan,Gramercy,1,7.2,0.0,0.5,2.24,0.0,13.44,2.5
309,310,2024-03-31 11:43:52,2024-03-31 12:01:22,1.0,2.65,1.0,142,Manhattan,Lincoln Square East,262,Manhattan,Yorkville East,1,17.7,0.0,0.5,4.34,0.0,26.04,2.5
310,311,2024-03-30 15:52:06,2024-03-30 15:58:50,1.0,1.22,1.0,249,Manhattan,West Village,211,Manhattan,SoHo,1,8.6,0.0,0.5,2.52,0.0,15.12,2.5
311,312,2024-03-29 21:40:18,2024-03-29 22:01:57,1.0,5.3,1.0,239,Manhattan,Upper West Side South,79,Manhattan,East Village,1,26.1,3.5,0.5,6.2,0.0,37.3,2.5
312,313,2024-03-29 16:51:33,2024-03-29 17:17:39,1.0,2.91,1.0,143,Manhattan,Lincoln Square West,137,Manhattan,Kips Bay,1,23.3,2.5,0.5,5.96,0.0,35.76,2.5
313,314,2024-03-29 14:10:51,2024-03-29 14:28:42,1.0,3.07,1.0,239,Manhattan,Upper West Side South,186,Manhattan,Penn Station/Madison Sq West,1,18.4,0.0,0.5,4.48,0.0,26.88,2.5
314,315,2024-03-29 11:43:16,2024-03-29 11:48:03,1.0,0.72,1.0,237,Manhattan,Upper East Side South,236,Manhattan,Upper East Side North,1,6.5,0.0,0.5,2.1,0.0,12.6,2.5
315,316,2024-03-29 08:13:52,2024-03-29 08:51:33,2.0,16.84,2.0,132,Queens,JFK Airport,162,Manhattan,Midtown East,2,70.0,0.0,0.5,0.0,6.94,82.69,2.5
316,317,2024-03-28 20:47:42,2024-03-28 20:59:05,2.0,3.7,1.0,88,Manhattan,Financial District South,79,Manhattan,East Village,1,17.7,3.5,0.5,4.5,0.0,27.2,2.5
317,318,2024-03-27 20:26:56,2024-03-27 20:42:10,2.0,8.68,1.0,263,Manhattan,Yorkville West,93,Queens,Flushing Meadows-Corona Park,2,33.8,1.0,0.5,0.0,0.0,38.8,2.5
318,319,2024-03-27 15:18:24,2024-03-27 15:31:27,1.0,1.4,1.0,107,Manhattan,Gramercy,186,Manhattan,Penn Station/Madison Sq West,2,13.5,2.5,0.5,0.0,0.0,17.5,2.5
319,320,2024-03-26 08:31:20,2024-03-26 09:03:34,1.0,7.93,1.0,70,Queens,East Elmhurst,41,Manhattan,Central Harlem,1,37.3,5.0,0.5,0.0,6.94,52.49,0.0
320,321,2024-03-26 00:29:57,2024-03-26 00:37:03,1.0,2.19,1.0,158,Manhattan,Meatpacking/West Village West,48,Manhattan,Clinton East,1,11.4,1.0,0.5,3.28,0.0,19.68,2.5
321,322,2024-03-25 14:27:03,2024-03-25 14:41:12,1.0,2.46,1.0,246,Manhattan,West Chelsea/Hudson Yards,142,Manhattan,Lincoln Square East,1,15.6,0.0,0.5,3.92,0.0,23.52,2.5
322,323,2024-03-25 07:33:51,2024-03-25 07:49:54,1.0,2.69,1.0,239,Manhattan,Upper West Side South,229,Manhattan,Sutton Place/Turtle Bay North,1,17.7,0.0,0.5,5.42,0.0,27.12,2.5
323,324,2024-03-24 12:57:41,2024-03-24 13:00:54,1.0,0.83,1.0,163,Manhattan,Midtown North,237,Manhattan,Upper East Side South,2,5.8,0.0,0.5,0.0,0.0,9.8,2.5
324,325,2024-03-24 08:03:08,2024-03-24 08:06:29,1.0,0.56,1.0,246,Manhattan,West Chelsea/Hudson Yards,68,Manhattan,East Chelsea,1,5.1,0.0,0.5,2.0,0.0,11.1,2.5
325,326,2024-03-23 23:59:40,2024-03-24 00:23:18,3.0,9.7,1.0,70,Queens,East Elmhurst,113,Manhattan,Greenwich Village North,1,40.1,10.25,0.5,15.0,6.94,73.79,2.5
326,327,2024-03-23 16:58:27,2024-03-23 17:02:14,2.0,0.46,1.0,239,Manhattan,Upper West Side South,143,Manhattan,Lincoln Square West,1,5.8,0.0,0.5,1.96,0.0,11.76,2.5
327,328,2024-03-23 16:40:47,2024-03-23 17:11:30,2.0,3.85,1.0,137,Manhattan,Kips Bay,239,Manhattan,Upper West Side South,1,27.5,0.0,0.5,2.0,0.0,33.5,2.5
328,329,2024-03-23 16:09:48,2024-03-23 16:15:16,1.0,0.63,1.0,164,Manhattan,Midtown South,90,Manhattan,Flatiron,1,6.5,0.0,0.5,2.1,0.0,12.6,2.5
329,330,2024-03-23 12:25:27,2024-03-23 12:55:53,4.0,3.51,1.0,231,Manhattan,TriBeCa/Civic Center,230,Manhattan,Times Sq/Theatre District,1,26.8,0.0,0.5,6.16,0.0,36.96,2.5
330,331,2024-03-23 07:23:30,2024-03-23 08:07:08,1.0,20.56,1.0,132,Queens,JFK Airport,189,Brooklyn,Prospect Heights,1,77.9,0.0,0.5,15.88,0.0,97.03,0.0
331,332,2024-03-22 20:10:44,2024-03-22 20:42:57,1.0,10.21,1.0,138,Queens,LaGuardia Airport,225,Brooklyn,Stuyvesant Heights,1,45.7,6.0,0.5,13.74,0.0,68.69,0.0
332,333,2024-03-22 19:10:46,2024-03-22 19:16:36,1.0,1.45,1.0,246,Manhattan,West Chelsea/Hudson Yards,48,Manhattan,Clinton East,1,9.3,2.5,0.5,3.16,0.0,18.96,2.5
333,334,2024-03-22 13:10:23,2024-03-22 13:20:30,1.0,1.23,1.0,48,Manhattan,Clinton East,143,Manhattan,Lincoln Square West,1,10.7,0.0,0.5,1.0,0.0,15.7,2.5
334,335,2024-03-21 23:12:04,2024-03-21 23:21:35,1.0,4.92,1.0,132,Queens,JFK Airport,203,Queens,Rosedale,1,20.5,1.0,0.5,0.0,0.0,24.75,0.0
335,336,2024-03-21 18:28:48,2024-03-21 18:41:27,0.0,0.6,1.0,186,Manhattan,Penn Station/Madison Sq West,230,Manhattan,Times Sq/Theatre District,1,12.1,5.0,0.5,2.0,0.0,20.6,2.5
336,337,2024-03-21 06:49:58,2024-03-21 06:52:02,1.0,0.73,1.0,107,Manhattan,Gramercy,137,Manhattan,Kips Bay,1,5.1,0.0,0.5,1.82,0.0,10.92,2.5
337,338,2024-03-20 23:12:03,2024-03-20 23:24:13,2.0,3.17,1.0,142,Manhattan,Lincoln Square East,41,Manhattan,Central Harlem,1,15.6,1.0,0.5,4.12,0.0,24.72,2.5
338,339,2024-03-20 14:00:05,2024-03-20 14:07:29,2.0,1.08,1.0,142,Manhattan,Lincoln Square East,161,Manhattan,Midtown Center,1,8.6,0.0,0.5,2.52,0.0,15.12,2.5
339,340,2024-03-20 13:38:53,2024-03-20 13:48:35,1.0,1.1,1.0,236,Manhattan,Upper East Side North,237,Manhattan,Upper East Side South,1,10.7,0.0,0.5,2.65,0.0,17.35,2.5
340,341,2024-03-19 18:05:37,2024-03-19 18:29:13,1.0,2.25,1.0,233,Manhattan,UN/Turtle Bay South,48,Manhattan,Clinton East,1,20.5,2.5,0.5,4.05,0.0,31.05,2.5
341,342,2024-03-19 16:32:34,2024-03-19 16:41:36,1.0,1.12,1.0,142,Manhattan,Lincoln Square East,238,Manhattan,Upper West Side North,2,10.0,2.5,0.5,0.0,0.0,16.5,2.5
342,343,2024-03-19 00:47:11,2024-03-19 00:56:15,3.0,1.2,1.0,231,Manhattan,TriBeCa/Civic Center,114,Manhattan,Greenwich Village South,1,9.3,3.5,0.5,2.85,0.0,17.15,2.5
343,344,2024-03-18 08:49:30,2024-03-18 09:02:10,1.0,1.9,1.0,143,Manhattan,Lincoln Square West,140,Manhattan,Lenox Hill East,1,12.1,2.5,0.5,3.22,0.0,19.32,2.5
344,345,2024-03-16 16:36:29,2024-03-16 16:45:01,0.0,0.0,1.0,230,Manhattan,Times Sq/Theatre District,264,Unknown,,2,8.6,2.5,0.5,0.0,0.0,12.6,2.5
345,346,2024-03-16 16:33:44,2024-03-16 16:41:51,2.0,0.9,1.0,141,Manhattan,Lenox Hill West,141,Manhattan,Lenox Hill West,1,9.3,2.5,0.5,2.65,0.0,15.95,2.5
346,347,2024-03-15 20:45:10,2024-03-15 21:25:57,1.0,10.43,1.0,162,Manhattan,Midtown East,188,Brooklyn,Prospect-Lefferts Gardens,1,49.2,1.0,0.5,10.84,0.0,65.04,2.5
347,348,2024-03-15 19:27:58,2024-03-15 19:50:24,2.0,4.03,1.0,141,Manhattan,Lenox Hill West,114,Manhattan,Greenwich Village South,1,21.9,2.5,0.5,5.68,0.0,34.08,2.5
348,349,2024-03-15 19:22:14,2024-03-15 19:29:10,3.0,1.35,1.0,246,Manhattan,West Chelsea/Hudson Yards,48,Manhattan,Clinton East,1,9.3,2.5,0.5,3.16,0.0,18.96,2.5
349,350,2024-03-14 18:56:18,2024-03-14 19:34:21,1.0,14.79,1.0,148,Manhattan,Lower East Side,250,Bronx,Westchester Village/Unionport,4,-57.6,-2.5,-0.5,0.0,-6.94,-71.04,-2.5
350,351,2024-03-14 17:41:23,2024-03-14 17:44:45,1.0,0.6,1.0,262,Manhattan,Yorkville East,140,Manhattan,Lenox Hill East,2,5.8,5.0,0.5,0.0,0.0,12.3,2.5
351,352,2024-03-13 20:18:30,2024-03-13 20:18:35,1.0,0.0,1.0,193,Queens,Queensbridge/Ravenswood,193,Queens,Queensbridge/Ravenswood,3,-3.0,-1.0,-0.5,0.0,0.0,-5.5,0.0
352,353,2024-03-13 18:53:05,2024-03-13 19:25:40,1.0,3.29,1.0,113,Manhattan,Greenwich Village North,141,Manhattan,Lenox Hill West,1,28.2,2.5,0.5,2.0,0.0,36.7,2.5
353,354,2024-03-13 16:43:53,2024-03-13 16:52:26,1.0,0.8,1.0,107,Manhattan,Gramercy,100,Manhattan,Garment District,2,8.6,5.0,0.5,0.0,0.0,15.1,2.5
354,355,2024-03-13 14:06:12,2024-03-13 14:12:01,1.0,0.3,1.0,229,Manhattan,Sutton Place/Turtle Bay North,141,Manhattan,Lenox Hill West,1,5.8,2.5,0.5,2.0,0.0,11.8,2.5
355,356,2024-03-12 22:23:44,2024-03-12 22:51:46,1.0,11.14,1.0,138,Queens,LaGuardia Airport,40,Brooklyn,Carroll Gardens,1,45.7,6.0,0.5,8.0,0.0,62.95,0.0
356,357,2024-03-12 20:26:16,2024-03-12 20:31:25,1.0,0.87,1.0,236,Manhattan,Upper East Side North,237,Manhattan,Upper East Side South,1,7.9,1.0,0.5,1.29,0.0,14.19,2.5
357,358,2024-03-12 17:43:27,2024-03-12 18:01:48,1.0,1.4,1.0,142,Manhattan,Lincoln Square East,162,Manhattan,Midtown East,1,16.3,2.5,0.5,4.56,0.0,27.36,2.5
358,359,2024-03-12 10:35:39,2024-03-12 10:53:49,5.0,0.68,1.0,162,Manhattan,Midtown East,141,Manhattan,Lenox Hill West,2,15.6,0.0,0.5,0.0,0.0,19.6,2.5
359,360,2024-03-12 10:15:39,2024-03-12 10:23:01,1.0,1.0,1.0,90,Manhattan,Flatiron,246,Manhattan,West Chelsea/Hudson Yards,1,8.6,0.0,0.5,2.52,0.0,15.12,2.5
360,361,2024-03-12 08:14:15,2024-03-12 08:24:20,3.0,1.3,1.0,229,Manhattan,Sutton Place/Turtle Bay North,141,Manhattan,Lenox Hill West,1,10.7,0.0,0.5,2.94,0.0,17.64,2.5
361,362,2024-03-11 15:46:17,2024-03-11 15:56:16,1.0,1.43,1.0,170,Manhattan,Murray Hill,90,Manhattan,Flatiron,1,10.7,0.0,0.5,2.94,0.0,17.64,2.5
362,363,2024-03-11 13:38:11,2024-03-11 13:53:59,5.0,1.17,1.0,45,Manhattan,Chinatown,148,Manhattan,Lower East Side,1,14.2,0.0,0.5,3.64,0.0,21.84,2.5
363,364,2024-03-10 21:40:54,2024-03-10 21:48:52,1.0,1.3,1.0,170,Manhattan,Murray Hill,246,Manhattan,West Chelsea/Hudson Yards,1,9.3,3.5,0.5,2.0,0.0,16.3,2.5
364,365,2024-03-10 10:21:00,2024-03-10 10:29:35,1.0,1.19,1.0,13,Manhattan,Battery Park City,231,Manhattan,TriBeCa/Civic Center,1,10.0,0.0,0.5,2.8,0.0,16.8,2.5
365,366,2024-03-09 14:39:49,2024-03-09 14:54:47,1.0,1.28,1.0,48,Manhattan,Clinton East,162,Manhattan,Midtown East,1,14.2,0.0,0.5,1.0,0.0,19.2,2.5
366,367,2024-03-08 01:23:03,2024-03-08 01:33:01,1.0,3.01,1.0,186,Manhattan,Penn Station/Madison Sq West,87,Manhattan,Financial District North,2,14.9,1.0,0.5,0.0,0.0,19.9,2.5
367,368,2024-03-07 20:37:27,2024-03-07 20:52:50,1.0,3.04,1.0,162,Manhattan,Midtown East,146,Queens,Long Island City/Queens Plaza,1,14.9,1.0,0.5,3.98,0.0,23.88,2.5
368,369,2024-03-06 12:49:14,2024-03-06 12:56:30,1.0,1.19,1.0,238,Manhattan,Upper West Side North,236,Manhattan,Upper East Side North,1,9.3,0.0,0.5,2.66,0.0,15.96,2.5
369,370,2024-03-05 22:14:50,2024-03-05 22:17:57,2.0,0.85,1.0,163,Manhattan,Midtown North,142,Manhattan,Lincoln Square East,1,6.5,1.0,0.5,2.3,0.0,13.8,2.5
370,371,2024-03-05 18:26:00,2024-03-05 18:30:01,1.0,2.0,5.0,132,Queens,JFK Airport,132,Queens,JFK Airport,1,87.0,0.0,0.0,17.6,0.0,105.6,0.0
371,372,2024-03-05 17:20:01,2024-03-05 17:41:13,1.0,3.4,1.0,263,Manhattan,Yorkville West,170,Manhattan,Murray Hill,4,-20.5,-2.5,-0.5,0.0,0.0,-27.0,-2.5
372,373,2024-03-05 15:13:50,2024-03-05 15:16:28,1.0,0.12,1.0,186,Manhattan,Penn Station/Madison Sq West,68,Manhattan,East Chelsea,1,4.4,0.0,0.5,0.0,0.0,8.4,2.5
373,374,2024-03-05 08:54:11,2024-03-05 09:04:45,1.0,0.8,1.0,161,Manhattan,Midtown Center,164,Manhattan,Midtown South,1,9.3,2.5,0.5,1.5,0.0,14.8,2.5
374,375,2024-03-05 08:41:17,2024-03-05 08:47:30,1.0,0.7,1.0,114,Manhattan,Greenwich Village South,113,Manhattan,Greenwich Village North,1,7.2,2.5,0.5,2.2,0.0,13.4,2.5
375,376,2024-03-04 23:58:50,2024-03-05 00:02:45,5.0,0.96,1.0,142,Manhattan,Lincoln Square East,230,Manhattan,Times Sq/Theatre District,1,6.5,1.0,0.5,3.45,0.0,14.95,2.5
376,377,2024-03-04 19:44:27,2024-03-04 20:04:12,1.0,2.95,1.0,146,Queens,Long Island City/Queens Plaza,230,Manhattan,Times Sq/Theatre District,1,20.5,2.5,0.5,5.4,0.0,32.4,2.5
377,378,2024-03-03 22:05:00,2024-03-03 22:10:39,0.0,1.4,1.0,263,Manhattan,Yorkville West,141,Manhattan,Lenox Hill West,1,8.6,3.5,0.5,2.7,0.0,16.3,2.5
378,379,2024-03-03 19:04:35,2024-03-03 19:17:59,1.0,2.46,1.0,79,Manhattan,East Village,229,Manhattan,Sutton Place/Turtle Bay North,1,14.9,0.0,0.5,3.78,0.0,22.68,2.5
