,RiderID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,PULocationID,PUBorough,PUZone,DOLocationID,DOBorough,DOZone,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,congestion_surcharge
114,115,2024-06-12 22:17:34,2024-06-12 22:24:23,1.0,1.36,1.0,142,Manhattan,Lincoln Square East,238,Manhattan,Upper West Side North,2,8.6,1.0,0.5,0.0,0.0,13.6,2.5
115,116,2024-06-12 11:33:47,2024-06-12 11:49:12,1.0,2.86,1.0,50,Manhattan,Clinton West,236,Manhattan,Upper East Side North,1,17.7,0.0,0.5,16.0,0.0,37.7,2.5
116,117,2024-06-12 11:33:24,2024-06-12 11:51:46,2.0,1.69,1.0,142,Manhattan,Lincoln Square East,140,Manhattan,Lenox Hill East,1,17.0,0.0,0.5,6.0,0.0,27.0,2.5
117,118,2024-06-11 09:34:17,2024-06-11 10:21:29,1.0,17.52,2.0,230,Manhattan,Times Sq/Theatre District,132,Queens,JFK Airport,1,70.0,0.0,0.5,0.0,6.94,80.94,2.5
118,119,2024-06-10 13:08:05,2024-06-10 13:42:22,1.0,4.0,1.0,261,Manhattan,World Trade Center,230,Manhattan,Times Sq/Theatre District,1,30.3,2.5,0.5,6.85,0.0,41.15,2.5
119,120,2024-06-10 09:13:14,2024-06-10 09:18:33,1.0,1.01,1.0,238,Manhattan,Upper West Side North,236,Manhattan,Upper East Side North,3,7.9,0.0,0.5,0.0,0.0,11.9,2.5
120,121,2024-06-09 15:47:18,2024-06-09 15:58:09,1.0,1.74,1.0,237,Manhattan,Upper East Side South,263,Manhattan,Yorkville West,1,12.1,0.0,0.5,3.22,0.0,19.32,2.5
121,122,2024-06-09 12:51:10,2024-06-09 12:59:50,2.0,1.13,1.0,164,Manhattan,Midtown South,230,Manhattan,Times Sq/Theatre District,2,9.3,0.0,0.5,0.0,0.0,13.3,2.5
122,123,2024-06-08 20:27:53,2024-06-08 20:41:22,1.0,1.97,1.0,239,Manhattan,Upper West Side South,262,Manhattan,Yorkville East,1,14.2,1.0,0.5,3.84,0.0,23.04,2.5
123,124,2024-06-08 19:19:34,2024-06-08 19:24:31,1.0,0.7,1.0,170,Manhattan,Murray Hill,162,Manhattan,Midtown East,1,5.1,2.5,0.5,2.0,0.0,11.1,2.5
124,125,2024-06-08 18:17:56,2024-06-08 18:31:31,4.0,3.41,1.0,107,Manhattan,Gramercy,146,Queens,Long Island City/Queens Plaza,4,17.0,0.0,0.5,0.0,0.0,21.0,2.5
125,126,2024-06-08 01:10:24,2024-06-08 01:15:30,5.0,0.83,1.0,249,Manhattan,West Village,113,Manhattan,Greenwich Village North,1,7.2,1.0,0.5,2.44,0.0,14.64,2.5
126,127,2024-06-07 17:30:11,2024-06-07 17:45:59,1.0,1.1,1.0,161,Manhattan,Midtown Center,186,Manhattan,Penn Station/Madison Sq West,1,12.8,5.0,0.5,2.0,0.0,21.3,2.5
127,128,2024-06-07 16:04:20,2024-06-07 16:13:56,2.0,1.57,1.0,262,Manhattan,Yorkville East,237,Manhattan,Upper East Side South,1,10.7,0.0,0.5,2.94,0.0,17.64,2.5
128,129,2024-06-07 00:18:12,2024-06-07 00:52:33,1.0,16.51,1.0,132,Queens,JFK Airport,188,Brooklyn,Prospect-Lefferts Gardens,4,-64.6,-1.0,-0.5,0.0,0.0,-68.85,0.0
129,130,2024-06-06 09:32:50,2024-06-06 09:36:32,2.0,0.62,1.0,239,Manhattan,Upper West Side South,238,Manhattan,Upper West Side North,1,5.8,0.0,0.5,1.0,0.0,10.8,2.5
130,131,2024-06-06 05:21:29,2024-06-06 05:28:29,1.0,2.1,1.0,236,Manhattan,Upper East Side North,161,Manhattan,Midtown Center,1,11.4,3.5,0.5,2.46,0.0,18.86,2.5
131,132,2024-06-05 09:43:52,2024-06-05 09:48:43,0.0,0.9,1.0,141,Manhattan,Lenox Hill West,141,Manhattan,Lenox Hill West,1,7.2,2.5,0.5,2.24,0.0,13.44,2.5
132,133,2024-06-04 18:04:38,2024-06-04 18:14:58,1.0,1.22,1.0,163,Manhattan,Midtown North,142,Manhattan,Lincoln Square East,1,10.7,2.5,0.5,5.16,0.0,22.36,2.5
133,134,2024-06-04 17:49:28,2024-06-04 18:03:11,1.0,0.9,1.0,142,Manhattan,Lincoln Square East,43,Manhattan,Central Park,1,13.5,5.0,0.5,4.0,0.0,24.0,2.5
134,135,2024-06-04 13:56:27,2024-06-04 14:02:21,5.0,0.81,1.0,233,Manhattan,UN/Turtle Bay South,137,Manhattan,Kips Bay,2,7.2,0.0,0.5,0.0,0.0,11.2,2.5
135,136,2024-06-04 12:34:06,2024-06-04 12:46:35,1.0,0.85,1.0,237,Manhattan,Upper East Side South,237,Manhattan,Upper East Side South,1,12.1,0.0,0.5,4.83,0.0,20.93,2.5
136,137,2024-06-04 10:26:29,2024-06-04 10:33:20,1.0,0.66,1.0,161,Manhattan,Midtown Center,161,Manhattan,Midtown Center,1,7.9,0.0,0.5,2.0,0.0,13.9,2.5
137,138,2024-06-03 10:38:48,2024-06-03 10:43:54,1.0,0.76,1.0,233,Manhattan,UN/Turtle Bay South,162,Manhattan,Midtown East,1,7.2,0.0,0.5,2.24,0.0,13.44,2.5
138,139,2024-06-02 22:24:17,2024-06-02 23:00:46,1.0,10.22,1.0,164,Manhattan,Midtown South,188,Brooklyn,Prospect-Lefferts Gardens,1,47.1,1.0,0.5,2.0,0.0,54.1,2.5
139,140,2024-06-02 12:28:30,2024-06-02 14:12:03,1.0,21.54,2.0,132,Queens,JFK Airport,48,Manhattan,Clinton East,2,70.0,0.0,0.5,0.0,6.94,82.69,2.5
140,141,2024-06-02 03:26:58,2024-06-02 03:38:38,1.0,2.19,1.0,148,Manhattan,Lower East Side,68,Manhattan,East Chelsea,1,13.5,1.0,0.5,3.7,0.0,22.2,2.5
141,142,2024-06-01 19:45:11,2024-06-01 19:57:33,1.0,1.62,1.0,68,Manhattan,East Chelsea,234,Manhattan,Union Sq,1,12.8,0.0,0.5,2.0,0.0,18.8,2.5
142,143,2024-06-01 14:41:33,2024-06-01 14:48:04,1.0,0.6,1.0,239,Manhattan,Upper West Side South,239,Manhattan,Upper West Side South,1,6.5,2.5,0.5,2.1,0.0,12.6,2.5
143,144,2024-06-01 07:20:32,2024-06-01 07:27:28,1.0,2.28,1.0,142,Manhattan,Lincoln Square East,24,Manhattan,Bloomingdale,1,11.4,0.0,0.5,2.0,0.0,17.4,2.5
144,145,2024-05-31 23:45:22,2024-06-01 00:12:00,1.0,8.42,1.0,138,Queens,LaGuardia Airport,233,Manhattan,UN/Turtle Bay South,1,38.7,6.0,0.5,11.13,6.94,68.52,2.5
145,146,2024-05-31 20:24:07,2024-05-31 20:31:22,1.0,1.03,1.0,113,Manhattan,Greenwich Village North,186,Manhattan,Penn Station/Madison Sq West,1,8.6,1.0,0.5,2.72,0.0,16.32,2.5
146,147,2024-05-31 14:59:16,2024-05-31 15:26:34,2.0,3.8,1.0,43,Manhattan,Central Park,113,Manhattan,Greenwich Village North,1,25.4,0.0,0.5,5.88,0.0,35.28,2.5
147,148,2024-05-31 12:28:43,2024-05-31 12:38:54,1.0,2.9,1.0,236,Manhattan,Upper East Side North,233,Manhattan,UN/Turtle Bay South,1,14.9,0.0,0.5,3.78,0.0,22.68,2.5
148,149,2024-05-31 07:45:54,2024-05-31 07:52:05,1.0,0.61,1.0,230,Manhattan,Times Sq/Theatre District,161,Manhattan,Midtown Center,1,7.2,0.0,0.5,2.24,0.0,13.44,2.5
149,150,2024-05-31 07:36:57,2024-05-31 07:48:22,2.0,2.2,1.0,43,Manhattan,Central Park,143,Manhattan,Lincoln Square West,1,13.5,2.5,0.5,0.12,0.0,17.62,2.5
150,151,2024-05-31 02:15:31,2024-05-31 02:27:03,1.0,3.0,1.0,255,Brooklyn,Williamsburg (North Side),148,Manhattan,Lower East Side,1,15.6,1.0,0.5,4.12,0.0,24.72,2.5
151,152,2024-05-30 18:13:49,2024-05-30 18:30:44,1.0,2.6,1.0,100,Manhattan,Garment District,79,Manhattan,East Village,1,17.0,5.0,0.5,4.7,0.0,28.2,2.5
152,153,2024-05-30 14:13:18,2024-05-30 14:21:57,1.0,0.6,1.0,234,Manhattan,Union Sq,164,Manhattan,Midtown South,1,7.9,2.5,0.5,2.4,0.0,14.3,2.5
153,154,2024-05-30 12:05:02,2024-05-30 12:09:00,1.0,0.4,1.0,263,Manhattan,Yorkville West,263,Manhattan,Yorkville West,2,5.8,0.0,0.5,0.0,0.0,9.8,2.5
154,155,2024-05-30 11:51:51,2024-05-30 12:10:00,1.0,1.06,1.0,48,Manhattan,Clinton East,230,Manhattan,Times Sq/Theatre District,1,16.3,0.0,0.5,3.0,0.0,23.3,2.5
155,156,2024-05-29 16:11:06,2024-05-29 16:29:25,1.0,0.92,1.0,68,Manhattan,East Chelsea,186,Manhattan,Penn Station/Madison Sq West,1,15.6,2.5,0.5,4.42,0.0,26.52,2.5
156,157,2024-05-28 21:24:13,2024-05-28 21:44:50,2.0,3.4,1.0,68,Manhattan,East Chelsea,237,Manhattan,Upper East Side South,1,21.2,3.5,0.5,5.2,0.0,31.4,2.5
157,158,2024-05-28 19:26:35,2024-05-28 19:33:01,1.0,0.99,1.0,234,Manhattan,Union Sq,170,Manhattan,Murray Hill,1,8.6,2.5,0.5,3.02,0.0,18.12,2.5
158,159,2024-05-28 17:12:58,2024-05-28 18:17:39,1.0,16.3,3.0,148,Manhattan,Lower East Side,1,EWR,Newark Airport,1,95.8,2.5,0.0,0.0,21.5,120.8,0.0
159,160,2024-05-27 07:19:57,2024-05-27 07:41:32,1.0,16.93,1.0,132,Queens,JFK Airport,108,Brooklyn,Gravesend,2,63.2,0.0,0.5,0.0,0.0,66.45,0.0
160,161,2024-05-27 05:17:50,2024-05-27 05:37:55,1.0,12.14,1.0,230,Manhattan,Times Sq/Theatre District,138,Queens,LaGuardia Airport,1,47.1,6.0,0.5,12.81,6.94,76.85,2.5
161,162,2024-05-25 17:50:43,2024-05-25 18:08:18,1.0,2.9,1.0,239,Manhattan,Upper West Side South,229,Manhattan,Sutton Place/Turtle Bay North,1,17.0,2.5,0.5,0.0,0.0,21.0,2.5
162,163,2024-05-24 20:03:13,2024-05-24 20:15:02,1.0,1.5,1.0,144,Manhattan,Little Italy/NoLiTa,231,Manhattan,TriBeCa/Civic Center,4,12.1,3.5,0.5,0.0,0.0,17.1,2.5
163,164,2024-05-24 17:49:59,2024-05-24 18:00:35,1.0,2.13,1.0,162,Manhattan,Midtown East,79,Manhattan,East Village,1,12.1,2.5,0.5,4.65,0.0,23.25,2.5
164,165,2024-05-24 17:44:41,2024-05-24 17:47:40,1.0,1.05,1.0,246,Manhattan,West Chelsea/Hudson Yards,68,Manhattan,East Chelsea,1,6.5,2.5,0.5,1.0,0.0,14.0,2.5
165,166,2024-05-24 09:59:09,2024-05-24 10:07:14,3.0,3.17,1.0,238,Manhattan,Upper West Side North,50,Manhattan,Clinton West,1,15.6,0.0,0.5,4.9,0.0,24.5,2.5
166,167,2024-05-23 23:09:46,2024-05-23 23:09:58,1.0,0.02,2.0,161,Manhattan,Midtown Center,161,Manhattan,Midtown Center,2,70.0,0.0,0.5,0.0,0.0,74.0,2.5
167,168,2024-05-22 22:51:47,2024-05-22 22:59:11,1.0,1.1,1.0,114,Manhattan,Greenwich Village South,231,Manhattan,TriBeCa/Civic Center,1,8.6,1.0,0.5,2.72,0.0,16.32,2.5
168,169,2024-05-22 20:48:45,2024-05-22 21:02:53,1.0,2.0,1.0,236,Manhattan,Upper East Side North,229,Manhattan,Sutton Place/Turtle Bay North,1,14.9,3.5,0.5,3.95,0.0,23.85,2.5
169,170,2024-05-22 18:52:29,2024-05-22 19:04:58,2.0,0.8,1.0,170,Manhattan,Murray Hill,230,Manhattan,Times Sq/Theatre District,1,11.4,2.5,0.5,0.0,0.0,17.9,2.5
170,171,2024-05-22 17:48:34,2024-05-22 18:05:57,1.0,1.7,1.0,161,Manhattan,Midtown Center,113,Manhattan,Greenwich Village North,1,14.9,5.0,0.5,1.08,0.0,22.48,2.5
171,172,2024-05-22 13:43:38,2024-05-22 14:23:48,1.0,3.5,1.0,125,Manhattan,Hudson Sq,237,Manhattan,Upper East Side South,1,32.4,2.5,0.5,7.25,0.0,43.65,2.5
172,173,2024-05-22 13:26:23,2024-05-22 13:32:55,1.0,0.88,1.0,170,Manhattan,Murray Hill,237,Manhattan,Upper East Side South,1,7.9,0.0,0.5,2.38,0.0,14.28,2.5
173,174,2024-05-22 07:25:28,2024-05-22 07:29:05,1.0,0.86,1.0,162,Manhattan,Midtown East,107,Manhattan,Gramercy,1,6.5,0.0,0.5,2.62,0.0,13.12,2.5
174,175,2024-05-21 21:39:38,2024-05-21 21:47:12,0.0,1.9,1.0,142,Manhattan,Lincoln Square East,238,Manhattan,Upper West Side North,2,10.7,3.5,0.5,0.0,0.0,15.7,2.5
175,176,2024-05-21 11:58:23,2024-05-21 12:41:02,1.0,1.81,1.0,186,Manhattan,Penn Station/Madison Sq West,233,Manhattan,UN/Turtle Bay South,1,33.1,0.0,0.5,7.42,0.0,44.52,2.5
176,177,2024-05-20 17:55:48,2024-05-20 18:11:14,1.0,0.95,1.0,230,Manhattan,Times Sq/Theatre District,162,Manhattan,Midtown East,1,13.5,2.5,0.5,5.0,0.0,25.0,2.5
177,178,2024-05-19 18:38:59,2024-05-19 19:12:11,1.0,3.62,1.0,68,Manhattan,East Chelsea,87,Manhattan,Financial District North,1,30.3,0.0,0.5,8.57,0.0,42.87,2.5
178,179,2024-05-19 16:45:08,2024-05-19 17:16:09,1.0,9.19,1.0,138,Queens,LaGuardia Airport,161,Manhattan,Midtown Center,1,41.5,5.0,0.5,11.49,6.94,70.68,2.5
179,180,2024-05-19 16:23:20,2024-05-19 16:49:48,1.0,8.8,1.0,138,Queens,LaGuardia Airport,141,Manhattan,Lenox Hill West,1,36.6,9.25,0.5,10.0,6.94,64.29,2.5
180,181,2024-05-19 12:14:50,2024-05-19 12:29:14,1.0,1.44,1.0,90,Manhattan,Flatiron,170,Manhattan,Murray Hill,1,14.2,0.0,0.5,3.64,0.0,21.84,2.5
181,182,2024-05-19 10:23:09,2024-05-19 10:31:12,1.0,1.11,1.0,162,Manhattan,Midtown East,162,Manhattan,Midtown East,1,9.3,0.0,0.5,2.66,0.0,15.96,2.5
182,183,2024-05-18 11:05:11,2024-05-18 11:38:45,1.0,12.94,1.0,138,Queens,LaGuardia Airport,87,Manhattan,Financial District North,2,52.0,5.0,0.5,0.0,0.0,62.75,2.5
183,184,2024-05-18 10:09:11,2024-05-18 10:13:46,1.0,0.6,1.0,90,Manhattan,Flatiron,234,Manhattan,Union Sq,1,6.5,2.5,0.5,1.0,0.0,11.5,2.5
184,185,2024-05-17 22:26:44,2024-05-17 22:38:04,2.0,2.2,1.0,237,Manhattan,Upper East Side South,137,Manhattan,Kips Bay,1,13.5,3.5,0.5,2.0,0.0,20.5,2.5
185,186,2024-05-17 21:02:12,2024-05-17 21:16:22,4.0,2.7,1.0,230,Manhattan,Times Sq/Theatre District,238,Manhattan,Upper West Side North,1,15.6,1.0,0.5,5.15,0.0,25.75,2.5
186,187,2024-05-17 20:06:40,2024-05-17 20:12:32,4.0,0.71,1.0,48,Manhattan,Clinton East,246,Manhattan,West Chelsea/Hudson Yards,1,7.2,1.0,0.5,2.0,0.0,14.2,2.5
187,188,2024-05-16 12:56:42,2024-05-16 13:19:08,2.0,2.54,1.0,161,Manhattan,Midtown Center,249,Manhattan,West Village,1,20.5,0.0,0.5,5.0,0.0,29.5,2.5
188,189,2024-05-15 13:21:31,2024-05-15 13:28:10,0.0,0.8,1.0,50,Manhattan,Clinton West,230,Manhattan,Times Sq/Theatre District,2,7.9,2.5,0.5,0.0,0.0,11.9,2.5
189,190,2024-05-15 12:25:55,2024-05-15 12:34:06,1.0,0.71,1.0,162,Manhattan,Midtown East,229,Manhattan,Sutton Place/Turtle Bay North,1,8.6,0.0,0.5,2.52,0.0,15.12,2.5
190,191,2024-05-15 09:20:28,2024-05-15 09:39:10,2.0,5.59,1.0,100,Manhattan,Garment District,88,Manhattan,Financial District South,1,26.8,0.0,0.5,6.16,0.0,36.96,2.5
191,192,2024-05-15 01:33:34,2024-05-15 02:12:03,1.0,22.9,4.0,132,Queens,JFK Airport,265,,Outside of NYC,2,98.2,2.75,0.5,0.0,6.94,109.39,0.0
192,193,2024-05-14 23:10:15,2024-05-14 23:48:02,1.0,6.56,1.0,142,Manhattan,Lincoln Square East,129,Queens,Jackson Heights,1,37.3,1.0,0.5,6.0,0.0,48.3,2.5
193,194,2024-05-14 21:31:06,2024-05-14 21:41:16,2.0,1.9,1.0,48,Manhattan,Clinton East,113,Manhattan,Greenwich Village North,1,11.4,1.0,0.5,3.28,0.0,19.68,2.5
194,195,2024-05-14 19:23:13,2024-05-14 19:30:51,1.0,0.94,1.0,237,Manhattan,Upper East Side South,140,Manhattan,Lenox Hill East,1,8.6,2.5,0.5,3.02,0.0,18.12,2.5
195,196,2024-05-14 18:35:23,2024-05-14 18:47:47,1.0,1.86,1.0,43,Manhattan,Central Park,236,Manhattan,Upper East Side North,1,14.2,2.5,0.5,4.14,0.0,24.84,2.5
196,197,2024-05-14 10:35:27,2024-05-14 10:38:52,0.0,0.0,1.0,249,Manhattan,West Village,68,Manhattan,East Chelsea,1,5.1,2.5,0.5,1.8,0.0,10.9,2.5
197,198,2024-05-13 15:24:08,2024-05-13 15:30:27,2.0,0.6,1.0,162,Manhattan,Midtown East,237,Manhattan,Upper East Side South,1,7.2,2.5,0.5,2.2,0.0,13.4,2.5
198,199,2024-05-13 09:42:10,2024-05-13 09:48:09,1.0,0.3,1.0,249,Manhattan,West Village,249,Manhattan,West Village,1,6.5,2.5,0.5,2.1,0.0,12.6,2.5
199,200,2024-05-13 07:00:21,2024-05-13 07:05:09,1.0,1.78,1.0,143,Manhattan,Lincoln Square West,246,Manhattan,West Chelsea/Hudson Yards,1,9.3,0.0,0.5,2.0,0.0,15.3,2.5
200,201,2024-05-12 21:17:18,2024-05-12 21:26:10,2.0,0.82,1.0,161,Manhattan,Midtown Center,229,Manhattan,Sutton Place/Turtle Bay North,2,9.3,1.0,0.5,0.0,0.0,14.3,2.5
201,202,2024-05-12 14:32:05,2024-05-12 14:44:54,1.0,2.66,1.0,229,Manhattan,Sutton Place/Turtle Bay North,79,Manhattan,East Village,1,14.9,0.0,0.5,3.78,0.0,22.68,2.5
202,203,2024-05-12 01:56:01,2024-05-12 02:08:29,1.0,2.15,1.0,163,Manhattan,Midtown North,234,Manhattan,Union Sq,1,14.2,1.0,0.5,3.84,0.0,23.04,2.5
203,204,2024-05-10 15:24:07,2024-05-10 15:35:57,1.0,0.65,1.0,137,Manhattan,Kips Bay,170,Manhattan,Murray Hill,1,11.4,0.0,0.5,3.08,0.0,18.48,2.5
204,205,2024-05-10 00:13:36,2024-05-10 00:15:18,1.0,0.3,1.0,48,Manhattan,Clinton East,48,Manhattan,Clinton East,1,4.4,1.0,0.5,1.88,0.0,11.28,2.5
205,206,2024-05-09 14:57:18,2024-05-09 15:08:18,1.0,1.41,1.0,170,Manhattan,Murray Hill,113,Manhattan,Greenwich Village North,1,11.4,0.0,0.5,3.08,0.0,18.48,2.5
206,207,2024-05-09 09:59:53,2024-05-09 10:08:30,1.0,1.21,1.0,234,Manhattan,Union Sq,158,Manhattan,Meatpacking/West Village West,1,9.3,0.0,0.5,2.0,0.0,15.3,2.5
207,208,2024-05-08 18:20:18,2024-05-08 18:24:42,1.0,1.02,1.0,238,Manhattan,Upper West Side North,142,Manhattan,Lincoln Square East,1,7.2,2.5,0.5,2.74,0.0,16.44,2.5
208,209,2024-05-08 13:45:01,2024-05-08 14:31:07,2.0,16.47,2.0,132,Queens,JFK Airport,230,Manhattan,Times Sq/Theatre District,1,70.0,0.0,0.5,16.19,6.94,98.88,2.5
209,210,2024-05-07 20:35:38,2024-05-07 20:39:39,2.0,0.53,1.0,170,Manhattan,Murray Hill,161,Manhattan,Midtown Center,1,5.8,1.0,0.5,2.16,0.0,12.96,2.5
210,211,2024-05-07 19:42:49,2024-05-07 20:16:14,2.0,10.1,1.0,132,Queens,JFK Airport,37,Brooklyn,Bushwick South,1,44.3,2.5,0.5,3.0,0.0,53.05,0.0
211,212,2024-05-07 16:26:07,2024-05-07 16:31:47,1.0,0.64,1.0,237,Manhattan,Upper East Side South,237,Manhattan,Upper East Side South,1,7.2,2.5,0.5,2.74,0.0,16.44,2.5
212,213,2024-05-07 13:01:23,2024-05-07 13:22:03,1.0,1.9,1.0,186,Manhattan,Penn Station/Madison Sq West,113,Manhattan,Greenwich Village North,1,18.4,0.0,0.5,4.48,0.0,26.88,2.5
213,214,2024-05-07 09:44:21,2024-05-07 10:03:00,1.0,2.54,1.0,141,Manhattan,Lenox Hill West,230,Manhattan,Times Sq/Theatre District,1,18.4,0.0,0.5,4.48,0.0,26.88,2.5
214,215,2024-05-05 16:56:39,2024-05-05 17:04:24,1.0,0.91,1.0,236,Manhattan,Upper East Side North,262,Manhattan,Yorkville East,1,8.6,0.0,0.5,1.0,0.0,13.6,2.5
215,216,2024-05-05 12:56:08,2024-05-05 12:57:58,1.0,0.49,1.0,237,Manhattan,Upper East Side South,237,Manhattan,Upper East Side South,1,5.1,0.0,0.5,1.82,0.0,10.92,2.5
216,217,2024-05-05 12:41:18,2024-05-05 12:46:12,2.0,0.66,1.0,141,Manhattan,Lenox Hill West,236,Manhattan,Upper East Side North,1,7.2,0.0,0.5,2.24,0.0,13.44,2.5
217,218,2024-05-04 20:01:31,2024-05-04 20:55:49,1.0,19.33,2.0,158,Manhattan,Meatpacking/West Village West,132,Queens,JFK Airport,1,70.0,0.0,0.5,18.5,0.0,92.5,2.5
218,219,2024-05-04 13:58:06,2024-05-04 14:46:22,1.0,9.03,1.0,186,Manhattan,Penn Station/Madison Sq West,80,Brooklyn,East Williamsburg,1,51.3,0.0,0.5,13.82,0.0,69.12,2.5
219,220,2024-05-04 12:41:27,2024-05-04 12:50:25,1.0,1.62,1.0,140,Manhattan,Lenox Hill East,236,Manhattan,Upper East Side North,1,10.7,0.0,0.5,4.0,0.0,18.7,2.5
220,221,2024-05-04 09:21:34,2024-05-04 09:35:50,1.0,5.06,1.0,237,Manhattan,Upper East Side South,79,Manhattan,East Village,1,23.3,0.0,0.5,3.0,0.0,30.3,2.5
221,222,2024-05-03 22:51:37,2024-05-03 23:08:41,1.0,2.47,1.0,234,Manhattan,Union Sq,87,Manhattan,Financial District North,1,16.3,1.0,0.5,3.0,0.0,24.3,2.5
222,223,2024-05-03 17:01:56,2024-05-03 17:58:27,2.0,16.37,2.0,132,Queens,JFK Airport,234,Manhattan,Union Sq,1,70.0,5.0,0.5,17.19,6.94,104.88,2.5
223,224,2024-05-03 15:40:01,2024-05-03 16:28:24,1.0,5.31,1.0,261,Manhattan,World Trade Center,170,Manhattan,Murray Hill,2,44.3,0.0,0.5,0.0,0.0,48.3,2.5
224,225,2024-05-02 20:35:31,2024-05-02 20:52:02,1.0,2.3,1.0,140,Manhattan,Lenox Hill East,143,Manhattan,Lincoln Square West,1,16.3,1.0,0.5,4.69,0.0,25.99,2.5
225,226,2024-05-02 17:55:38,2024-05-02 18:02:12,1.0,1.0,1.0,170,Manhattan,Murray Hill,234,Manhattan,Union Sq,1,7.9,5.0,0.5,2.85,0.0,17.25,2.5
226,227,2024-05-02 17:36:28,2024-05-02 17:46:02,1.0,1.48,1.0,234,Manhattan,Union Sq,158,Manhattan,Meatpacking/West Village West,2,10.7,2.5,0.5,0.0,0.0,17.2,2.5
227,228,2024-05-01 19:47:18,2024-05-01 20:03:47,1.0,2.26,1.0,170,Manhattan,Murray Hill,237,Manhattan,Upper East Side South,1,16.3,2.5,0.5,5.7,0.0,28.5,2.5
228,229,2024-05-01 19:38:04,2024-05-01 20:50:34,4.0,23.07,4.0,132,Queens,JFK Airport,265,,Outside of NYC,1,117.8,2.5,0.0,28.32,20.32,171.69,0.0
229,230,2024-05-01 19:02:05,2024-05-01 19:11:00,1.0,1.45,1.0,237,Manhattan,Upper East Side South,239,Manhattan,Upper West Side South,1,10.0,2.5,0.5,2.48,0.0,18.98,2.5
230,231,2024-05-01 15:27:19,2024-05-01 15:44:06,1.0,1.84,1.0,236,Manhattan,Upper East Side North,142,Manhattan,Lincoln Square East,1,15.6,0.0,0.5,3.92,0.0,23.52,2.5
231,232,2024-05-01 09:37:43,2024-05-01 10:39:10,2.0,18.34,2.0,132,Queens,JFK Airport,48,Manhattan,Clinton East,1,70.0,0.0,0.5,10.0,6.94,92.69,2.5
232,233,2024-05-01 07:54:29,2024-05-01 08:19:53,2.0,4.6,1.0,230,Manhattan,Times Sq/Theatre District,261,Manhattan,World Trade Center,1,25.4,0.0,0.5,5.88,0.0,35.28,2.5
233,234,2024-04-30 10:45:27,2024-04-30 11:14:34,1.0,1.97,1.0,234,Manhattan,Union Sq,231,Manhattan,TriBeCa/Civic Center,1,24.0,0.0,0.5,5.6,0.0,33.6,2.5
234,235,2024-04-30 08:30:29,2024-04-30 08:39:17,1.0,0.8,1.0,162,Manhattan,Midtown East,230,Manhattan,Times Sq/Theatre District,1,9.3,2.5,0.5,0.0,0.0,13.3,2.5
235,236,2024-04-29 16:53:13,2024-04-29 17:09:04,1.0,1.78,1.0,262,Manhattan,Yorkville East,239,Manhattan,Upper West Side South,2,15.6,2.5,0.5,0.0,0.0,22.1,2.5
236,237,2024-04-29 08:57:03,2024-04-29 09:05:36,1.0,1.32,1.0,236,Manhattan,Upper East Side North,237,Manhattan,Upper East Side South,1,10.0,0.0,0.5,2.8,0.0,16.8,2.5
237,238,2024-04-28 03:40:01,2024-04-28 03:47:52,2.0,1.04,1.0,164,Manhattan,Midtown South,233,Manhattan,UN/Turtle Bay South,1,8.6,1.0,0.5,2.72,0.0,16.32,2.5
238,239,2024-04-28 02:27:55,2024-04-28 02:36:47,1.0,1.85,1.0,90,Manhattan,Flatiron,231,Manhattan,TriBeCa/Civic Center,1,11.4,1.0,0.5,3.28,0.0,19.68,2.5
239,240,2024-04-27 14:55:26,2024-04-27 15:16:29,1.0,3.4,1.0,141,Manhattan,Lenox Hill West,68,Manhattan,East Chelsea,1,21.2,2.5,0.5,5.0,0.0,30.2,2.5
240,241,2024-04-26 12:37:48,2024-04-26 12:44:43,1.0,0.52,1.0,161,Manhattan,Midtown Center,162,Manhattan,Midtown East,1,7.9,0.0,0.5,2.38,0.0,14.28,2.5
241,242,2024-04-26 06:08:05,2024-04-26 06:10:09,1.0,0.65,1.0,229,Manhattan,Sutton Place/Turtle Bay North,140,Manhattan,Lenox Hill East,1,5.1,0.0,0.5,1.82,0.0,10.92,2.5
242,243,2024-04-25 09:06:40,2024-04-25 10:25:52,1.0,7.5,99.0,82,Queens,Elmhurst,137,Manhattan,Kips Bay,1,26.5,0.0,0.5,0.0,0.0,28.0,0.0
243,244,2024-04-25 06:52:40,2024-04-25 07:54:10,1.0,10.0,99.0,61,Brooklyn,Crown Heights North,246,Manhattan,West Chelsea/Hudson Yards,1,29.5,0.0,0.5,0.0,0.0,31.0,0.0
244,245,2024-04-24 19:46:57,2024-04-24 20:01:53,1.0,1.8,1.0,249,Manhattan,West Village,4,Manhattan,Alphabet City,1,14.2,2.5,0.5,3.1,0.0,23.8,2.5
245,246,2024-04-24 18:36:46,2024-04-24 18:45:17,1.0,0.98,1.0,148,Manhattan,Lower East Side,79,Manhattan,East Village,1,9.3,2.5,0.5,3.16,0.0,18.96,2.5
246,247,2024-04-24 16:57:38,2024-04-24 17:59:29,1.0,17.83,2.0,186,Manhattan,Penn Station/Madison Sq West,132,Queens,JFK Airport,2,70.0,5.0,0.5,0.0,6.94,85.94,2.5
